StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AvgUnitPrice
46775E,CANDY POP CHUNKY KNITTED THROW,101,1282.9,51,13.26686274509804
82613D,METAL SIGN CUPCAKE SINGLE HOOK,1186,1281.86,271,1.688450184501845
22097,SWALLOW SQUARE TISSUE BOX,2064,1281.75,242,0.98532
22543,MINI JIGSAW BAKE A CAKE,3247,1281.49,118,0.5087288135593221
22214,CANDLE PLATE LACE WHITE,549,1279.79,92,2.7232608695652174
84816,DANISH ROSE BEDSIDE CABINET,33,1278.3500000000001,20,39.45
22323,PINK POLKADOT KIDS BAG,539,1275.31,115,3.181896551724138
21425,SKULLS STORAGE BOX LARGE,505,1274.93,95,4.1706315789473685
21759,METAL WALL SHELF UNIT WITH HOOKS,30,1274.47,13,54.18692307692308
23072,MARIE ANTOINETTE TRINKET BOX SILVER,334,1273.76,30,13.725333333333333
21537,RETRO SPOTS PUDDING BOWL,294,1273.26,74,4.794415584415584
16225,RATTLE SNAKE EGGS,1520,1271.66,165,1.5598192771084338
35648,VINTAGE BEAD PINK PURSE,1041,1270.93,143,1.7656849315068495
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,547,1270.39,51,3.3067307692307697
85163B,BLACK BAROQUE WALL CLOCK,115,1268.66,66,14.094090909090909
21689,SILVER VANILLA  FLOWER CANDLE POT,342,1268.12,60,4.104516129032258
22732,3D STICKERS VINTAGE CHRISTMAS,1060,1268.0,38,1.24
20765,CHRYSANTHEMUM SKETCHBOOK,442,1265.06,146,3.9039455782312924
20777,CHRYSANTHEMUM NOTEBOOK,3660,1262.7,169,1.7810588235294116
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,379,1260.25,53,5.058679245283019
23061,VINTAGE EMBOSSED HEART,955,1257.68,113,1.5479646017699114
40003,WHITE BAMBOO RIBS LAMPSHADE,1150,1257.02,60,1.5241666666666667
21063,PARTY INVITES JAZZ HEARTS,1456,1256.27,238,0.9412605042016806
21145,ANTIQUE GLASS PLACE SETTING,869,1256.21,49,3.406734693877551
77101A,UNION FLAG WINDSOCK,1082,1255.97,88,1.5012359550561796
22919,HERB MARKER MINT,1800,1255.44,248,0.8432669322709163
20825,GOLD WINE GLASS,361,1255.08,7,6.831428571428572
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3565,1254.8999999999999,148,1.2358108108108108
23237,SET OF 4 KNICK KNACK TINS LEAVES,306,1253.78,54,4.204444444444444
20731,POSY CANDY BAG,4142,1252.92,73,1.4024657534246574
23511,EMBROIDERED RIBBON REEL EMILY,571,1252.01,98,2.3309090909090906
84967B,BLUE KASHMIRI OCCASIONAL TABLE,24,1249.45,11,65.87272727272727
85159A,"BLACK TEA,COFFEE,SUGAR JARS",492,1248.98,82,6.344390243902439
22280,POCKET BAG PINK PAISELY BROWN SPOT,877,1248.74,158,1.5551234567901235
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,761,1248.15,126,2.398106060606061
22450,SILK PURSE RUSSIAN DOLL BLUE,375,1245.93,69,3.5370422535211268
22389,PAPERWEIGHT SAVE THE PLANET,647,1245.52,92,2.5418478260869564
21752,GLASS CAKE STAND MIRRORED BASE,77,1244.81,37,17.717027027027026
84989A,75 GREEN FAIRY CAKE CASES,2194,1243.99,193,0.9647448979591837
22808,SET OF 6 T-LIGHTS EASTER CHICKS,420,1243.8799999999999,83,3.5695180722891573
20707,CRAZY DAISY HEART DECORATION,1613,1243.68,199,1.22405
79066K,RETRO MOD TRAY,1403,1242.96,256,1.1179377431906614
79163,BLACK CHAMPAGNE GLASS,1833,1240.83,64,2.532769230769231
22827,GIANT SEVENTEEN DRAWER SIDEBOARD,8,1240.0,6,158.33333333333334
22545,MINI JIGSAW BUNNIES,3019,1239.6200000000001,175,0.5390909090909091
22070,SMALL RETRO SPOT MUG IN BOX  RED,324,1238.54,84,3.978720930232558
21175,GIN AND TONIC DIET METAL SIGN,498,1237.5,50,3.1483999999999996
23067,HANGING ENGRAVED METAL HEART,294,1236.66,78,4.351951219512196
85162A,SILVER RETRODISC LAMPSHADE,607,1234.27,20,3.6155
84969,ASSORTED COLOUR SET 6 TEASPOONS,268,1232.02,86,5.184418604651163
23138,SINGLE WIRE HOOK IVORY HEART,879,1231.51,82,1.5985714285714285
22448,PIN CUSHION RUSSIAN DOLL RED,395,1230.67,36,3.4316216216216215
84910A,PINK PAISLEY CUSHION COVER,432,1230.39,53,6.489433962264151
22678,FRENCH BLUE METAL DOOR SIGN 3,899,1230.38,177,1.6733898305084747
21438,TUB 24 HANGING EASTER EGGS SPOTTY,373,1229.8200000000002,36,3.8329729729729727
47591B,SCOTTIES CHILDRENS APRON,762,1228.82,187,1.7040425531914891
22921,HERB MARKER CHIVES,1771,1226.72,220,0.8519004524886878
85135B,BLUE DRAGONFLY HELICOPTER,151,1226.51,115,8.113275862068965
21253,SET OF PICTURE FRAME  STICKERS,332,1225.17,122,4.6036065573770495
22094,RED POLKA DOT TISSUE BOX,1003,1224.89,107,1.7572897196261683
16046,TEATIME PEN CASE & PENS,10056,1223.5,59,0.9443548387096774
22290,STANDING METAL RABBIT WITH EGG,670,1223.02,78,2.35620253164557
84660C,PINK STITCHED WALL CLOCK,756,1221.96,113,4.607256637168142
23142,IVORY WIRE KITCHEN ORGANISER,121,1220.82,40,11.11675
22216,T-LIGHT HOLDER WHITE LACE,1396,1215.83,116,1.0712396694214876
23598,PAPER BUNTING VINTAGE PARTY,427,1215.53,47,3.2351063829787234
48197,DOORMAT BIRD ON THE WIRE,231,1213.8700000000001,23,9.351304347826087
20752,BLUE POLKADOT WASHING UP GLOVES,535,1212.46,202,2.426435643564356
21490,SET OF THREE 50'S GIFT WRAPS,637,1210.6,55,2.594642857142857
22680,FRENCH BLUE METAL DOOR SIGN 5,879,1210.34,165,1.6607185628742513
22233,JIGSAW RABBIT AND BIRDHOUSE,949,1210.1100000000001,164,1.5111377245508981
84823,DANISH ROSE FOLDING CHAIR,120,1210.0,29,12.363793103448277
84687,BEACH HUT SHELF W 3 DRAWERS,314,1208.06,73,6.919315068493151
22265,EASTER DECORATION NATURAL CHICK,1843,1207.8,168,0.764406779661017
84596E,SMALL LICORICE DES PINK BOWL,1154,1205.61,218,1.3405909090909092
21396,RED SPOTTY EGG CUP,948,1205.25,77,1.7088461538461537
20771,CHRYSANTHEMUM  JOURNAL,606,1201.68,140,2.5679285714285713
21904,HOUSE WRECKING METAL SIGN,757,1201.52,145,2.090205479452055
21130,COLOURFUL STANDING GNOME,721,1200.93,49,3.9899999999999998
22256,FELT FARM ANIMAL CHICKEN,933,1200.07,119,1.5713934426229508
23444,Next Day Carriage,79,1200.0,79,15.189873417721518
84658,WHITE STITCHED CUSHION COVER,214,1199.66,64,6.96723076923077
21883,STARS GIFT TAPE,2348,1199.48,226,0.7366371681415929
23026,DRAWER KNOB VINTAGE GLASS STAR,556,1198.96,62,2.3271875
22448,PIN CUSHION BABUSHKA RED,358,1196.0600000000002,85,3.801294117647059
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1715,1195.8899999999999,212,1.1050943396226416
84830,LARGE ENGLISH ARBORETUM,113,1195.15,7,15.357142857142858
85129D,BEADED CRYSTAL HEART PINK SMALL,793,1193.56,168,1.8964285714285711
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,838,1193.0,81,2.842345679012346
23071,MARIE ANTOINETTE TRINKET BOX GOLD,314,1192.6,18,10.428947368421053
22204,MILK PAN BLUE RETROSPOT,311,1192.13,77,4.754675324675325
22102,MIRROR MOSAIC T-LIGHT HOLDER,1842,1191.69,59,1.9952542372881357
72232,FENG SHUI PILLAR CANDLE,6268,1190.9199999999998,118,0.19
84750A,PINK SMALL GLASS CAKE STAND,544,1189.23,105,3.0715238095238093
22733,3D STICKERS TRADITIONAL CHRISTMAS,980,1187.0,36,1.2394444444444443
47503E,ASS FLORAL PRINT SCISSORS,6842,1186.9,25,1.206
20934,SET/3 POT PLANT CANDLES,197,1185.07,74,7.268000000000001
84815,SET OF 3 DANISH ROSE PLANTERS,926,1183.8200000000002,53,5.385094339622642
22761,CHEST 7 DRAWER MA CAMPAGNE,48,1182.78,34,25.308235294117647
23539,WALL ART LOVES' SECRET,239,1180.35,39,6.626250000000001
22597,MUSICAL ZINC HEART DECORATION,2763,1179.59,176,0.6557777777777777
21806,WHITE CHRISTMAS HEART DECORATION,2707,1179.4299999999998,128,0.4993939393939394
21312,LARGE CHUNKY GLASS ROMAN BOWL,299,1179.1699999999998,26,6.8161538461538465
21530,DAIRY MAID TOASTRACK,900,1178.5,143,2.1233793103448275
85130A,BEADED PEARL HEART WHITE LARGE,685,1176.29,86,1.8654545454545455
23225,CHERUB HEART DECORATION SILVER,1355,1176.17,88,1.0939772727272727
84674,FLYING PIG WATERING CAN,460,1175.93,106,3.208691588785047
21395,BLUE POLKADOT BEAKER,2856,1174.1599999999999,92,0.5721739130434783
72819,CUPID DESIGN SCENTED CANDLES,694,1174.01,92,2.9731914893617017
23431,NATURAL HANGING QUILTED HEARTS,1449,1171.23,72,1.363918918918919
22321,BIRD DECORATION RED RETROSPOT,1261,1170.3999999999999,164,1.2772560975609757
22321,BIRD DECORATION RED SPOT,1267,1169.55,141,1.1719148936170212
22048,BIRTHDAY BANQUET GIFT WRAP,2815,1166.3,102,0.4192156862745098
23418,LAVENDER TOILETTE BOTTLE,557,1166.0,79,2.562025316455696
23515,EMBROIDERED RIBBON REEL DAISY,579,1164.98,71,2.3925
84313B,BLUE TV TRAY TABLE,227,1164.04,83,6.966024096385543
21650,ASSORTED TUTTI FRUTTI BRACELET,3204,1163.8,197,0.6638647342995169
23508,MINI PLAYING CARDS DOLLY GIRL,2627,1163.45,120,0.4665625
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,421,1162.8899999999999,29,3.3486206896551725
37475,SET/4 COLOURFUL MIXING BOWLS,116,1160.56,72,10.565833333333332
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,1338,1159.44,76,1.0063157894736843
22253,6 CROCHET STRAWBERRIES,964,1158.28,86,1.4741573033707864
21763,VINTAGE WOODEN BAR STOOL,43,1157.8999999999999,17,27.95294117647059
23566,EGG CUP MILKMAID HEIDI,881,1156.93,83,1.769759036144578
23507,MINI PLAYING CARDS BUFFALO BILL,2882,1155.67,119,0.4734645669291338
23269,SET OF 2 CERAMIC CHRISTMAS TREES,779,1152.98,94,1.7109473684210526
22264,FELT FARM ANIMAL WHITE BUNNY,2014,1152.22,168,1.0628235294117647
84847,FLORAL BATHROOM SET,2330,1149.73,49,4.466122448979592
22806,SET OF 6 T-LIGHTS WEDDING CAKE,430,1149.02,57,3.376551724137931
35962,12 ASS ZINC CHRISTMAS DECORATIONS,487,1148.05,76,2.950759493670886
22814,CARD PARTY GAMES,2728,1147.77,295,0.504135593220339
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,283,1146.12,77,6.386233766233766
21316,SMALL CHUNKY GLASS ROMAN  BOWL,693,1146.1100000000001,47,3.0117021276595746
22615,PACK OF 12 CIRCUS PARADE TISSUES,3718,1145.8799999999999,188,0.45116402116402116
72598,SET/12 TAPER CANDLES,1244,1145.76,158,1.1791304347826088
37482B,CUBIC MUG BLUE POLKA DOT,1252,1145.26,10,6.406000000000001
22040,BOTANICAL ROSE GIFT WRAP,2815,1144.3,94,0.41659574468085103
20932,PINK POT PLANT CANDLE,333,1143.97,81,4.717530864197531
84750B,BLACK SMALL GLASS CAKE STAND,609,1142.02,78,2.445128205128205
22718,CARD CAT AND TREE,2605,1141.36,264,0.5665530303030303
22786,CUSHION COVER PINK UNION JACK,181,1140.27,70,7.323055555555555
21366,MIRRORED WALL ART PHOTO FRAMES,238,1140.0,77,6.046153846153847
85124C,GREEN JUICY FRUIT PHOTO FRAME,429,1139.07,123,3.05130081300813
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,11520,1138.04,23,0.6665217391304348
22731,3D STICKERS CHRISTMAS STAMPS,940,1137.0,34,1.2388235294117647
21942,SKULLS DESIGN FLANNEL,1672,1136.28,221,1.2536651583710408
37424,WHITE WITH BLACK CATS MUG,5249,1134.68,108,1.2837037037037036
22230,JIGSAW TREE WITH WATERING CAN,1657,1134.6399999999999,193,0.944795918367347
22715,CARD WEDDING DAY,2717,1133.93,218,0.5086697247706422
85118,HEART T-LIGHT HOLDER,2054,1133.68,81,1.2466666666666666
22598,CHRISTMAS MUSICAL ZINC TREE,1790,1131.85,144,0.7666438356164383
21555,CERAMIC STRAWBERRY TRINKET TRAY,425,1131.3700000000001,134,3.057462686567164
21413,PERIWINKLE T-LIGHT HOLDER,3162,1131.14,52,1.6411538461538462
22739,"RIBBON REEL, XMAS SOCK/BAUBLE",700,1131.0,46,1.6456521739130436
23506,MINI PLAYING CARDS SPACEBOY,2723,1129.1200000000001,146,0.46264900662251657
22255,FELT TOADSTOOL  SMALL,1185,1127.11,142,1.1459310344827587
22985,"WRAP, BILLBOARD FONTS DESIGN",2891,1126.22,72,0.41777777777777775
21040,MODERN VINTAGE COTTON SHOPPING BAG,894,1125.85,68,2.4344927536231884
20700,GREEN CAT FLORAL CUSHION COVER,420,1125.05,103,5.4233980582524275
20832,RED FLOCK LOVE HEART PHOTO FRAME,1681,1122.6499999999999,158,0.9326415094339622
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,935,1122.01,110,1.2398214285714286
22984,CARD GINGHAM ROSE,2753,1121.29,167,0.4780239520958084
85136A,YELLOW SHARK HELICOPTER,138,1121.28,106,8.127196261682244
85224,ASSORTED COLOUR SILK GLASSES CASE,2004,1120.96,61,1.9365625
84559B,3D SHEET OF CAT STICKERS,1231,1119.09,220,1.1025225225225226
23510,MINI PLAYING CARDS GYMKHANA,2521,1118.8,120,0.4972
23411,TRELLIS COAT RACK,227,1118.61,56,5.844035087719298
17096,ASSORTED LAQUERED INCENSE HOLDERS,6240,1117.09,76,0.3223684210526316
22287,"DECORATION , WOBBLY CHICKEN, METAL",780,1116.6100000000001,76,1.9717105263157895
21746,SMALL RED SPOT  WINDMILL,852,1116.44,76,1.6123076923076922
21010,ETCHED GLASS BIRD TREE DECORATION,850,1114.76,83,1.478705882352941
23513,EMBROIDERED RIBBON REEL SUSIE,566,1114.26,70,2.306
47593B,SCOTTIE DOGS BABY BIB,2153,1113.9099999999999,305,0.7477346278317152
47504H,ENGLISH ROSE SPIRIT LEVEL,1028,1113.07,140,2.128857142857143
20669,RED HEART LUGGAGE TAG,797,1111.89,214,1.595590909090909
23433,HANGING QUILTED PATCHWORK APPLES,1258,1108.5800000000002,89,1.5002247191011233
84678,CLASSICAL ROSE SMALL VASE,565,1108.28,81,2.8865476190476187
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,230,1107.94,103,4.879126213592233
84631,FRUIT TREE AND BIRDS WALL PLAQUE,288,1106.16,50,9.515999999999998
21944,KITTENS DESIGN FLANNEL,1789,1106.01,204,1.1505853658536584
21666,RIDGED GLASS T-LIGHT HOLDER,1760,1105.1499999999999,85,0.819186046511628
22116,METAL SIGN HIS DINNER IS SERVED,823,1103.88,198,1.8223737373737372
21202,DOLLY HONEYCOMB GARLAND,854,1103.48,66,1.780151515151515
84638,SMALL KITCHEN FLOWER POTS PLAQUE,400,1101.55,69,7.495652173913044
23375,50'S CHRISTMAS PAPER GIFT BAG,1342,1100.6899999999998,103,0.9369902912621358
47587A,PINK FAIRY CAKE COASTER,2706,1099.88,26,1.231153846153846
22709,WRAP WEDDING DAY,2799,1099.58,77,0.415064935064935
22679,FRENCH BLUE METAL DOOR SIGN 4,795,1099.34,168,1.7167857142857144
21131,GOLD STANDING GNOME,276,1098.86,49,5.765599999999999
21779,MA CAMPAGNE MINI WOODEN CHEST,301,1097.8000000000002,22,4.612272727272727
84358,FLOOR LAMP SHADE WOOD BASE,121,1097.48,29,12.642413793103447
85212,MINI PAINTED GARDEN DECORATION,2831,1096.56,121,0.7305785123966941
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1253,1095.8500000000001,32,3.110625
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,102,1095.35,38,16.152894736842104
22997,TRAVEL CARD WALLET UNION JACK,2545,1094.93,222,0.49327354260089684
20867,PINK ROSE FABRIC MIRROR,1098,1093.14,153,1.3800645161290321
84968F,S/16 VINTAGE SKY BLUE CUTLERY,84,1092.42,51,13.50450980392157
85093,CANDY SPOT EGG WARMER HARE,1361,1091.21,152,1.192549019607843
23087,ZINC  HEART T-LIGHT HOLDER,868,1090.66,69,1.5915942028985506
20755,BLUE PAISLEY POCKET BOOK,5145,1089.73,122,0.9081147540983606
21818,GLITTER HEART DECORATION,2469,1088.59,142,0.5535064935064935
23432,PRETTY HANGING QUILTED HEARTS,1276,1088.3600000000001,74,1.3654054054054052
85124A,PINK JUICY FRUIT PHOTO FRAME,387,1087.73,104,3.3649999999999998
84791,GINGHAM HEART DECORATION,334,1086.1299999999999,106,3.791320754716981
21839,MUMMY MOUSE RED GINGHAM RIBBON,201,1085.59,83,5.499036144578313
72815,3 WICK CHRISTMAS BRIAR CANDLE,282,1083.36,70,3.9998591549295774
23347,I LOVE LONDON BEAKER,860,1077.3,97,1.5569387755102042
21817,GLITTER CHRISTMAS TREE,1687,1077.19,130,0.733037037037037
21708,FOLDING UMBRELLA CREAM POLKADOT,232,1076.23,76,4.491168831168831
21632,VINTAGE PINK DECORATIVE PARASOL,132,1076.22,53,11.170377358490565
23102,SILVER HEARTS TABLE DECORATION,1274,1075.03,157,0.970754716981132
21850,BLUE  DIAMANTE PEN IN GIFT BOX,447,1072.98,106,3.891981132075472
23041,PAPER LANTERN 9 POINT SNOW STAR,246,1070.58,48,4.6675
21391,FRENCH LAVENDER SCENT HEART,1076,1070.29,108,1.521181818181818
21758,VINTAGE SHELLS PRINT,135,1069.76,79,9.013417721518987
85126,LARGE ROUND CUTGLASS CANDLESTICK,156,1069.16,34,7.093999999999999
21827,EIGHT PIECE CREEPY CRAWLIE SET,835,1068.89,134,1.3648251748251747
23331,DECORATIVE WICKER HEART SMALL,1596,1062.28,109,0.781578947368421
85131D,BEADED CRYSTAL HEART PINK ON STICK,1423,1061.41,256,0.8424999999999999
22860,EASTER TIN CHICKS PINK DAISY,612,1060.8500000000001,111,1.9756756756756755
22740,POLKA DOT PEN,1248,1060.8,24,0.85
22532,MAGIC DRAWING SLATE LEAP FROG,2766,1060.78,173,0.45499999999999996
21815,STAR  T-LIGHT HOLDER,679,1060.24,92,1.8554255319148936
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,822,1060.19,67,2.497391304347826
22856,ASSORTED EASTER DECORATIONS  BELLS,877,1059.85,32,3.520625
23033,DRAWER KNOB CERAMIC RED,714,1058.8999999999999,74,1.814864864864865
85008,SET OF 3 CONEY ISLAND OVAL BOXES,269,1058.72,99,5.2247
22995,TRAVEL CARD WALLET SUKI,2381,1058.64,266,0.5419402985074626
23516,EMBROIDERED RIBBON REEL SOPHIE,296,1058.6,42,3.848181818181818
85163A,WHITE BAROQUE WALL CLOCK,103,1058.17,57,12.29877192982456
35651,VINTAGE BEAD PINK SCARF,459,1057.6200000000001,63,3.42234375
85179B,WHITE BITTY LIGHT CHAIN,246,1056.6,45,5.192666666666667
23529,DOLLY GIRL WALL ART,318,1055.94,11,3.6090909090909093
16047,POP ART PEN CASE & PENS,10612,1054.7,31,0.9583870967741934
21399,BLUE POLKADOT COFFEE MUG,2137,1054.46,83,1.0873493975903614
23402,HOME SWEET HOME 3 PEG HANGER,271,1053.53,64,4.49640625
21825,PAINTED METAL TREE WITH HOLLY BELLS,733,1053.1899999999998,75,1.546875
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,435,1052.29,35,5.516857142857143
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2258,1052.02,162,1.4968902439024392
37327,ASSTD MULTICOLOUR CIRCLES MUG,1739,1051.69,88,1.642197802197802
20783,HEART EAR MUFF HEADPHONES,165,1051.4,55,7.64509090909091
23327,HANGING CLEAR MINI BOTTLE,1734,1051.1399999999999,41,0.7871428571428571
84965A,PINK KASHMIRI COFFEE TABLE,20,1050.0,3,40.0
85160B,BLACK BIRD GARDEN DESIGN MUG,6156,1048.83,37,3.620263157894737
22857,ASSORTED EASTER GIFT TAGS,1230,1048.28,66,1.4554545454545456
84985A,SET OF 72 GREEN PAPER DOILIES,654,1047.9299999999998,161,1.8265644171779143
22821,GIFT BAG PSYCHEDELIC APPLES,1660,1047.45,186,0.7250537634408603
21061,PARTY INVITES FOOTBALL,1396,1046.56,163,0.9699999999999999
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,125,1045.8799999999999,64,10.487656249999999
84908A,PINK 5 PATCH FLOWER CUSHION COVER,432,1045.16,36,5.822222222222222
46775A,BUBBLE GUM CHUNKY KNITTED THROW,83,1044.23,32,14.045
23419,HOME SWEET HOME BOTTLE,473,1043.72,86,2.6725581395348836
35646,VINTAGE BEAD PINK EVENING BAG,642,1043.44,104,2.324245283018868
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11396,1043.22,72,0.242972972972973
23542,70'S ALPHABET WALL ART,150,1043.1,15,7.986
84405A,S/3 PINK COL METAL BASKET W HANDLE,129,1042.16,50,11.7106
22266,EASTER DECORATION HANGING BUNNY,2542,1040.11,161,0.6852352941176472
23231,WRAP  VINTAGE DOILY,2474,1039.08,94,0.42
20671,BLUE TEATIME PRINT BOWL,786,1038.72,143,1.5767832167832168
21269,ANTIQUE CREAM CUTLERY SHELF,114,1036.84,65,9.41323076923077
21725,SWEETIES  STICKERS,1135,1036.43,173,1.1497701149425288
20622,VIPPASSPORT COVER,539,1033.55,111,2.674144144144144
23088,ZINC HEART FLOWER T-LIGHT HOLDER,795,1033.28,79,1.627594936708861
21664,RIDGED GLASS STORAGE JAR CREAM LID,258,1031.07,67,4.253970588235294
84686,BEACH HUT MIRROR,389,1027.79,76,5.956842105263158
85104,SILVER GLASS T-LIGHT SET,351,1024.49,56,3.1303389830508475
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,770,1024.1499999999999,71,2.6590140845070422
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,632,1024.1,142,2.1964084507042254
21417,COCKLE SHELL DISH,502,1023.9,118,3.0267796610169495
35923,CANDY HEART HANGING DECORATION,1545,1023.77,112,1.2692920353982302
22247,BUNNY DECORATION MAGIC GARDEN,1184,1022.79,182,1.0458288770053477
22382,LUNCHBAG SPACEBOY DESIGN,644,1022.6,45,1.641111111111111
85180B,PINK HEARTS LIGHT CHAIN,364,1022.16,67,4.16695652173913
23452,HEART MINI PORTRAIT FRAME,518,1021.76,87,2.07183908045977
23153,ZINC SWEETHEART WIRE LETTER RACK,263,1020.69,90,4.236666666666666
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",910,1020.61,234,1.7606837606837606
22717,CARD DOG AND BALL,2405,1018.42,215,0.5398139534883721
20839,FRENCH PAISLEY CUSHION COVER,633,1018.11,118,2.5029661016949154
84923,PINK BUTTERFLY HANDBAG W BOBBLES,234,1017.64,150,4.34
85031C,CURIOUS IMAGES SCRAP BOOK SET,481,1017.48,106,3.508317757009346
21814,HEART T-LIGHT HOLDER,670,1016.53,95,1.8188888888888888
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1537,1016.42,256,0.9714062499999999
23544,WALL ART MID CENTURY MODERN,164,1015.78,20,7.523000000000001
22049,WRAP CHRISTMAS SCREEN PRINT,3500,1015.75,114,0.296
22420,LIPSTICK PEN BABY PINK,2111,1014.75,234,0.5855416666666666
84709B,PINK OVAL JEWELLED MIRROR,176,1014.48,86,5.925287356321839
20619,TROPICAL PASSPORT COVER,578,1014.42,194,2.341494845360825
20730,STRAWBERRY CANDY BAG,2218,1011.7,102,1.0862745098039215
23525,WALL ART BUFFALO BILL,334,1011.1,37,4.367837837837838
22681,FRENCH BLUE METAL DOOR SIGN 6,737,1009.42,133,1.677037037037037
21084,SET/6 COLLAGE PAPER CUPS,2929,1008.81,223,0.5650660792951542
47589,CONGRATULATIONS BUNTING,183,1008.73,76,5.597792207792208
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,3096,1007.52,93,0.3666666666666667
23460,SWEETHEART WALL TIDY,108,1007.0799999999999,43,9.900930232558139
22643,SET OF 4 NAPKIN CHARMS LEAVES,464,1006.24,96,2.395208333333333
22416,36 DOILIES SPACEBOY DESIGN,709,1005.37,56,1.5557142857142858
21836,GINGHAM OVEN GLOVE RED HEART,249,1003.89,100,4.3678217821782175
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2501,1000.44,111,0.5528448275862069
21427,SKULLS STORAGE BOX SMALL,507,999.06,119,3.0454166666666667
23533,WALL ART GARDEN HAVEN,215,998.64,36,6.166944444444445
21127,COLOURFUL FISHING GNOME,297,998.03,48,7.336600000000001
21250,SET OF SKULL WALL STICKERS,402,997.55,60,3.229
23517,EMBROIDERED RIBBON REEL REBECCA,334,996.38,63,3.4480952380952385
20705,MRS ROBOT SOFT TOY,273,996.19,53,5.42622641509434
23131,MISELTOE HEART WREATH CREAM,240,996.0,1,4.15
20782,CAMOUFLAGE EAR MUFF HEADPHONES,155,995.48,87,6.8659770114942535
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,543,993.03,107,2.799626168224299
20617,FIRST CLASS PASSPORT COVER,498,992.99,105,2.3980952380952383
72484,ROSES IN WHITE HEART CANDLE,1818,991.3799999999999,64,1.21
21690,SILVER  CANDLEPOT JARDIN,258,990.84,82,3.9595454545454545
21721,CANDY SHOP  STICKER SHEET,1090,990.5,144,1.1454109589041095
84964B,BLUE PAINTED KASHMIRI TABLE,17,990.0,2,45.0
21335,LIBRARY LAMP,42,989.62,28,25.33285714285714
23281,FOLDING BUTTERFLY MIRROR RED,1262,985.8800000000001,99,0.9833333333333333
21636,MADRAS NOTEBOOK MEDIUM,1014,985.74,98,1.4927722772277225
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,96,985.54,30,15.434666666666667
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,570,985.4,95,2.1439795918367346
35958,FOLKART ZINC STAR CHRISTMAS DEC,1131,984.63,82,0.9695180722891567
17021,NAMASTE SWAGAT INCENSE,3720,984.24,76,0.2949397590361446
35653,VINTAGE BEAD NOTEBOOK,311,982.53,113,3.7116814159292035
85019B,BLOSSOM  IMAGES NOTEBOOK SET,718,982.47,47,2.304255319148936
23518,EMBROIDERED RIBBON REEL RACHEL,361,980.41,44,3.0959090909090907
22108,PING! MICROWAVE PLATE,313,978.74,128,3.543515625
82616B,FRAPPUCINO SCARF KNITTING KIT,606,977.55,126,2.211796875
23514,EMBROIDERED RIBBON REEL SALLY,478,977.39,74,2.349189189189189
21208,PASTEL COLOUR HONEYCOMB FAN,1078,976.91,120,1.6396721311475408
23512,EMBROIDERED RIBBON REEL ROSIE,500,975.24,57,2.3164912280701753
35599B,BLACK CHRISTMAS TREE 120CM,268,974.81,51,5.7886274509803926
22310,KNITTED MUG COSY IVORY COLOUR,597,973.59,58,2.500862068965517
71279,PINK GLASS CANDLEHOLDER,293,972.11,78,3.8759493670886074
84800L,LARGE WHITE/PINK ROSE ART FLOWER,650,970.7900000000001,38,1.861842105263158
21562,HAWAIIAN GRASS SKIRT,678,970.28,73,1.8506756756756755
85018D,YULETIDE IMAGES S/6 PAPER BOXES,787,969.9,80,2.195125
78124,MAGAZINE RACK GEBRA ASSORTED,730,969.61,31,1.8825806451612903
22104,MIRROR MOSAIC CANDLE PLATE,1187,968.0799999999999,99,1.5765656565656565
85189,HANGING BUTTERFLY  EGG,1176,967.9499999999999,68,0.9401449275362319
23183,MOTHER'S KITCHEN SPOON REST,226,967.17,84,4.879411764705883
21299,EDWARDIAN TOILET ROLL UNIT,166,966.35,34,11.016176470588235
